 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
131.640625,48.15984686,0.191253202,0.131621175,1.566053512,15.36233998,11.59151664,150.4028553,0.0
130.5703125,48.43966666,-0.009055235,0.046560689,1.910535117,13.78560842,10.3010533,134.9605899,0.0
85.9609375,44.7832283,,1.427598655,35.62123746,66.81649745,1.6177059619999998,1.10588266,1.0
66.90625,44.57217418,2.491686945,6.426508686,20.9632107,53.43976058,2.621427166,6.054930195,1.0
152.0546875,54.89995284,-0.163447294,-0.35357298299999995,7.56270903,40.24573657,5.162005745,24.79929024,0.0
84.3046875,38.20556213,,3.2473427260000003,55.93143813,75.82274688,0.920049101,-0.6810043840000001,0.0
107.3359375,54.98284922,0.17323575600000002,-0.468154216,2.143812709,14.15889477,11.28843237,166.62495969999995,0.0
118.078125,41.88332182,0.125734707,0.668161838,7.005016722000001,30.02543473,4.748131042,23.73205974,0.0
110.0234375,41.12432842,0.36020389,0.457952387,1.797658863,,11.45351851,146.2697753,0.0
110.0234375,41.22697555,0.013037265,1.081712858,2.081939799,16.53525599,9.231309865,95.56088156,0.0
128.21875,48.9363326,-0.00416558,-0.370585699,2.77090301,17.29720596,8.504430607,84.71398259,0.0
101.9921875,49.19706802,0.6464990860000001,-0.054870798,16.07441472,45.12876762,3.065125907,8.694573842,0.0
145.625,51.05894265,-0.092444085,-0.098192737,8.440635452,34.45991303,4.62580796,22.01460469,0.0
133.2734375,52.69690972,0.152191871,-0.299685533,3.4640468230000003,18.28242421,7.31819003,66.41779302,0.0
114.5078125,55.65855675,0.411604906,-0.336864833,4.384615385,25.32053836,6.4743974610000015,44.03490322,0.0
101.140625,47.70788954,0.34974362,0.15240414,4.04180602,24.3961849,7.0067098639999985,52.55122493,0.0
109.8671875,44.94151948,0.594955433,0.95163358,2.285117057,15.44885226,8.654349804,93.00382482,0.0
105.2265625,55.72255698,,-0.479538943,2.586956522,18.5402472,8.684067361,84.57739566,0.0
141.09375,50.6705717,-0.058621407,-0.259984628,3.086120401,16.42124535,7.932888141,80.71540981,0.0
116.015625,50.79938859,-0.041619903,-0.247928857,52.09448161,85.53011128,1.047044952,-0.868196988,0.0
122.796875,45.03997519,0.040923063,0.299002559,0.593645485,10.80491773,19.480231600000003,396.0458675,0.0
152.3984375,51.68645553,-1.01818029,0.6819711690000001,160.37374580000005,96.89748201,-0.8113996,-1.047958799,0.0
108.0234375,39.93988937,,0.83496892,1.866220736,17.66168962,11.26922183,136.926845,0.0
114.25,50.98207406,,-0.031696422,3.004180602,21.4945933,7.816282395,63.83944294,0.0
46.015625,30.47565226,3.545051551,19.49501343,24.8319398,61.51964379,2.507846989,5.088718665,1.0
96.546875,39.51697803,1.128441314,2.58304544,88.47491639,87.97220528,0.238320736,-1.546453911,1.0
116.8359375,45.52759763,0.162573818,0.111272588,1.487458194,15.39531516,11.52614944,142.6601782,0.0
80.59375,36.78451557,,2.774061355,0.602006689,10.21248151,20.69703128,462.77531,0.0
102.8671875,47.77067142,0.324098342,-0.018159119,2.914715719,18.37725485,8.344286699,81.28489484,0.0
109.71875,49.62105424,0.05019999,-0.355366411,2.1237458190000003,,10.10721496,137.67422380000002,0.0
140.1328125,47.18967232,0.085895359,-0.007615821,4.842809365,25.51326706,5.649555467000001,33.18983908,0.0
116.171875,58.63953836,0.291528053,-0.5118463679999999,28.63545151,58.52975015,1.933245575,2.508814221,0.0
138.6796875,45.97331658,-0.194927599,-0.024402231,15.12374582,42.67887486,2.8503346030000003,7.485031074,0.0
134.4453125,44.86260424,-0.091278495,0.635069326,2.765886288,17.87288936,8.432961399,81.61132823,0.0
140.546875,40.40128003,-0.194649306,0.490959973,2.474080268,20.54239837,9.091147614,86.49570902,0.0
111.8984375,46.32676734,0.059808041,0.048164933,2.406354515,15.803414800000002,8.763743812000001,94.21739714,0.0
110.078125,50.8617319,0.266669313,-0.352484187,1.717391304,13.20359224,11.12196379,156.2184695,0.0
128.2265625,51.86132573,0.125156121,-0.476816314,1.727424749,13.04722386,11.28352502,162.07512649999995,0.0
94.390625,37.35895023,,2.071257302,3.320234114,16.41875585,7.386259642000001,72.79385559,0.0
127.4375,49.74163717,-0.05985161,-0.191468893,5.005016722,25.42876419,5.923090271,38.94662068,0.0
121.0078125,47.17694354,0.229708131,0.09133623,2.036789298,,9.546051121,112.1317212,0.0
82.671875,38.31410261,1.4798262269999998,4.046876263,99.409699,91.35474813,0.217772793,-1.535622078,1.0
113.328125,50.82646785,0.24078415,-0.267016026,1.710702341,12.2194915,12.15945082,195.4399202,0.0
108.8515625,54.99475683,0.134442538,-0.646461564,2.845317726,21.01151109,8.189990981000001,,0.0
86.265625,42.17791268,0.627673742,1.147077988,5.306020067,,5.843904508,35.00254802,0.0
133.046875,53.53297164,,-0.27310444100000003,11.09280936,,4.156569478,16.51694845,0.0
104.1640625,49.92271798,0.4803347670000001,0.069813948,1.6521739130000002,17.49661468,11.36515728,133.6004542,0.0
94.125,52.06171218,,0.165654327,5.097826087,25.96533505,6.540265511,46.52805653,0.0
118.953125,50.77537226,,-0.485124053,2.302675585,16.67795572,8.85615992,93.84777191,0.0
107.5390625,38.06961189,0.538018521,1.4355178480000002,5.5911371239999985,26.45711912,5.322860278,30.08084341,0.0
115.3984375,50.90606236,0.382374152,0.204927861,2.044314381,13.95479597,10.05074399,129.2967524,0.0
98.0546875,45.93580925,0.427399681,0.833560533,4.2826086960000005,27.19375663,6.75444863,46.33349793,0.0
129.921875,51.06760369,-0.017158209,-0.028098916,2.331103679,,9.254802533,91.74416494,0.0
128.84375,53.32952359,0.094572009,-0.313944642,2.284280936,13.45776698,9.566518633,128.11226340000002,0.0
115.3046875,57.01816577,,-0.4370659220000001,2.973244147,17.06835421,8.26735081,83.5064074,0.0
128.609375,47.14012264,0.07214364599999999,0.213887322,5.015050167,29.71725354,6.23113677,38.86395017,0.0
134.3984375,47.64670435,-0.027215128,-0.147462357,3.122073579,22.10434697,7.811850815,64.99114998,0.0
94.21875,63.86202626,0.902298752,-0.207996214,3.118729097,21.19753292,9.054940066,89.80470168,0.0
109.2890625,48.76284324,0.30268412100000003,-0.403202139,128.6571906,77.77351911,-0.787979675,-0.921648767,0.0
80.8828125,33.76680625,0.873690055,4.244018828,1.47909699,16.12665375,11.62328926,140.9178301,0.0
127.75,42.51819463,-0.181472458,1.168102785,9.781772575,37.91541416,3.883460713,14.13897419,0.0
124.3515625,48.6475831,-0.06045513,-0.154957318,1.736622074,12.84302043,11.06652177,,0.0
135.5234375,46.51528056,-0.098369476,0.107051964,4.286789298,22.84202384,6.6502409139999985,50.45543365,0.0
92.4921875,45.85336617,0.632654206,0.573936807,18.19983278,60.04391676,3.01078533,7.120285063,0.0
25.875,36.65549072,4.353534701,19.41923002,90.7132107,65.61180195,0.34189784700000003,-0.528906172,1.0
106.3515625,50.00837271,0.143923086,-0.185732397,2.964882943,23.07017296,8.433872127999999,73.07881409999997,0.0
84.7421875,40.00727397,1.368956989,3.812073222,5.736622074,32.04731081,5.9796027,36.14797519,1.0
113.3671875,56.26220299,0.20182366,-0.461098767,7.444816053999999,31.56663809,4.7922743,23.61876321,0.0
153.4375,49.61047489,-0.687209202,0.494855041,2.54264214,21.34810279,9.189935254,88.20677871,0.0
83.7734375,52.27903124,1.206697886,1.630834374,97.37374582,90.90552419,0.13263871,-1.683188346,1.0
91.953125,45.33914895,0.580855085,1.202888731,1.449832776,12.85375646,11.82672001,174.0168424,0.0
99.7265625,43.12386137,,1.270061887,4.114548495,27.31586739,7.190073421,52.49807398,0.0
123.4140625,54.49161738,,-0.470415228,3.321906355,18.13745976,8.12929528,83.26104419,0.0
94.5546875,39.93076207,0.659774666,1.53300253,1.030100334,11.61185663,15.36656401,274.5469699,0.0
102.6640625,48.71541679,0.390332676,0.203373236,1.725752508,15.55726413,11.07803688,137.4626716,0.0
120.046875,68.92691548,0.161219278,-1.282343789,197.5777592,29.42224843,-2.2825595290000003,8.22257475,0.0
120.4921875,51.48573772,0.096228603,-0.361319068,3.43645485,24.37475959,7.727276732000001,61.44574304,0.0
117.03125,37.73694673,0.370507846,1.596827039,1.654682274,16.50003506,11.33234504,140.20749130000002,0.0
86.5234375,35.88435524,0.65759329,2.776126933,3.028428094,20.50836018,7.788616736,66.01500743,0.0
103.2734375,43.94931648,0.245130776,0.4232208320000001,75.56521739,93.68489451,0.453273455,-1.749763659,0.0
112.0,44.35016911,0.286628816,0.509145964,0.960702341,12.09477461,15.35367518,263.4423865,0.0
119.875,49.47379357,-0.01174262,-0.190505819,3.163879599,17.79612993,7.414603808,65.99908296,0.0
109.0390625,45.32011183,0.188209477,0.607986512,57.79347826,88.01123935,0.957819956,-0.929056642,0.0
115.5625,54.51042761,0.216117304,-0.635869161,2.530936455,20.14595272,8.931448896000001,,0.0
145.03125,50.15412768,-0.15266653800000002,-0.2527362,4.959866221,28.92528828,6.0657937120000005,,0.0
130.25,61.19066003,,-0.866636601,2.518394649,16.50308057,10.48964412,128.02640970000002,0.0
112.90625,47.73370754,0.4455508620000001,0.3911644070000001,1.705685619,16.14328612,10.42274842,116.8602088,1.0
97.8515625,45.4991569,0.509303258,0.413154975,1.383779264,,12.45766581,187.2728313,0.0
121.9140625,50.96307293,,-0.145053089,23.2458194,58.04227879999999,2.266060352,3.5636064,0.0
117.671875,45.80190181,0.143992766,0.469261395,2.600334448,16.12137698,8.260658384,83.80999624,0.0
118.8828125,59.57802409,0.095876323,-0.702633542,3.195652174,23.17394991,8.038914835,67.44033055,0.0
48.8046875,31.8134353,3.15342787,16.26118785,9.649665552,38.64829635,4.27320931,17.84728062,1.0
130.9453125,45.90501549,,0.346124994,4.851170569,24.19070533,6.438710913,46.41722552,0.0
110.8359375,43.12876385,0.365057095,0.493412169,2.861204013,19.06161809,8.289132553,76.62971378,0.0
105.0234375,45.65075726,,0.59663045,2.565217391,16.23221726,8.97853427,98.2443327,0.0
101.3515625,49.36575702,0.372912881,0.13357138,2.115384615,15.17280828,10.06271905,122.8034248,0.0
107.65625,48.72730842,,-0.17803638600000002,2.774247492,15.99615983,8.277562307,88.11990211,0.0
132.046875,52.21378221,-0.089728695,-0.439797531,2.837792642,17.720907,8.826011872999999,91.67276321,0.0
18.421875,31.73242855,5.734184572,34.56811951,69.44230769,69.64844244,0.821274273,-0.059284769,1.0
142.84375,49.5986135,-0.067810145,0.08120284700000001,1.234949833,11.84660102,13.58646917,226.6614441,0.0
126.0,66.49471314,-0.14200562,-0.936392161,118.3235786,91.53156964,-0.300457387,-1.607770277,0.0
126.4296875,52.12809997,-0.237225495,-0.002265486,1.934782609,11.61351252,11.77073093,205.1820906,0.0
52.3359375,34.77500839,2.478374846,10.17917088,8.230769231,34.77594683,4.652341839,21.98788225,1.0
28.015625,36.91036109,4.451623513,20.31296639,61.26755853,65.15805572,1.226451381,,1.0
121.90625,34.35645807,0.11714613,1.8387296,4.64548495,,6.170611116,42.91179138,0.0
122.359375,40.86596505,-0.044778541,1.037037605,2.130434783,17.70582855,11.15302538,137.2621292,0.0
119.828125,55.04800595,0.268550286,-0.530214971,2.802675585,14.65133891,8.538043751,101.8415962,0.0
135.515625,52.4416319,-0.13382715,-0.256589389,1.2909699,,12.481406,188.3604535,0.0
137.4609375,48.24982227,-0.072711561,-0.274906828,1.420568562,14.29986593,12.3738797,172.8077629,0.0
111.1796875,44.68928031,,0.305176118,3.869565217,20.95407568,7.467000952,63.18912392,0.0
128.03125,41.31527742,0.106093251,0.874093001,1.715719064,13.37375458,11.01427549,151.91563019999995,0.0
124.859375,47.92942963,-0.09142381,-0.079763757,6.1053511710000015,28.18389098,5.567515414,33.45840744,0.0
119.5234375,44.19841005,0.026661843,0.35264129,1.828595318,12.67406768,11.15393876,166.5824391,0.0
128.0859375,51.75317432,-0.057704806,-0.226122238,2.87458194,16.90538265,8.63388174,91.80655837,0.0
111.3203125,48.38903763,0.193108672,-0.125501952,2.20819398,15.85356168,9.945423247,115.755618,0.0
127.2890625,47.87061865,0.011994399,0.409186963,15.0777592,49.23591567,3.1590054810000003,8.614818726000001,0.0
54.3203125,41.48718432,3.2296252080000003,11.20132794,87.57357859999998,73.66302493,0.646594646,-0.588894016,1.0
102.2578125,41.36352675,0.22884818,0.669608585,2.234949833,14.33448315,9.561480442999999,117.5372805,0.0
111.0859375,49.26427892,,-0.06257546,11.16137124,41.83785646,3.770622568,13.07511048,0.0
74.8359375,35.76175011,0.7715007840000001,3.606187294,6.798494982999999,32.81116078,5.327198521000001,,0.0
163.4296875,43.74190704,-0.381954818,0.37433299,1.913879599,12.84933693,11.08968644,165.4244706,0.0
129.625,50.09880862,-0.08999024900000001,-0.151129159,2.838628763,14.53043903,8.26849383,97.58767882,0.0
128.6953125,53.34960734,-0.213913627,-0.374011845,2.506688963,15.13757828,8.835035872,102.7093023,0.0
120.6953125,56.03104031,0.35184935799999995,-0.168464495,3.787625418,24.28117168,6.889188017,49.13624366,0.0
124.71875,49.38986129,-0.034504322000000004,0.042140166,1.824414716,13.15209227,11.68306314,174.2535062,0.0
141.5625,55.30805067,-0.277164344,-0.435247909,7.784280936,34.05403861,4.5739676110000005,20.6845041,0.0
120.625,42.87226668,,0.328921415,8.349498328,33.63862037,4.187607585,17.13927715,0.0
121.1484375,51.15144332,-0.05380598,-0.167757712,4.783444816,26.45812796,6.207749353,41.36025329,0.0
132.890625,41.22427879,-0.097539534,0.72805016,2.633779264,16.43003804,8.85201979,96.2484574,0.0
128.6953125,54.78474334,-0.109724256,-0.410637831,1.87541806,16.60671474,10.66006505,126.3088165,0.0
108.75,38.090148,,1.675152286,1.93645485,,10.39525239,125.3274754,0.0
87.109375,41.99688128,1.359798194,3.613590752,13.34364548,45.77206288,3.566127706,11.80151937,1.0
129.3125,53.04917383,0.073884697,-0.544251364,2.85451505,17.72001414,8.418442047000001,83.14328076,0.0
92.125,41.42066966,0.510080411,0.8722404220000001,2.010033445,17.77704449,9.590389521,97.13757308,0.0
116.96875,55.10613871,-0.033026299,-0.4450236870000001,0.91638796,,16.44488606,305.6728095,0.0
106.6953125,50.28458987,0.117037136,-0.242879758,1.524247492,13.20523285,11.5651586,162.0239901,0.0
130.0703125,54.23317475,-0.187451084,-0.214694657,2.591137124,17.70198924,8.572561157,83.18423606,0.0
124.9765625,45.68394563,,0.109942302,4.981605351000001,,5.563958767000001,31.31908885,0.0
107.7578125,48.53313077,0.311860462,0.110853623,2.459866221,14.9366856,9.215724916000001,108.3314565,0.0
110.15625,40.98121473,0.132109491,0.480084375,2.659698997,16.12940193,8.236557585,83.68516369,0.0
117.0390625,41.75812091,0.333911135,0.6914045670000001,1.851170569,17.369087699999998,10.48307679,117.41305990000002,0.0
138.5703125,50.85052906,-0.404696444,0.152017114,1.5459866219999998,12.89066678,11.60436729,167.686798,0.0
89.7734375,45.39638182,0.8243425870000001,1.204929602,3.2734113710000003,23.15639705,7.671030446,61.15724161,0.0
109.609375,44.13601746,0.378976835,0.614915156,3.009197324,15.44476887,8.513103492,98.11575406,0.0
133.109375,50.8108063,-0.011506427,-0.186036847,2.485785953,15.27240824,8.827217839,99.07453944,0.0
122.7109375,50.14294447,0.12843127599999998,-0.08352100400000001,3.972408027,24.70725066,6.635008162999999,45.24022845,0.0
117.6328125,51.37072231,0.028521494,-0.397678839,1.260869565,,14.90791301,296.8958092,0.0
101.53125,46.39469553,0.236188637,0.187751809,3.801003344,21.83586229,7.060129859,55.3261225,0.0
132.0625,55.15726805,,-0.5770548320000001,125.0861204,74.96508736,-0.99446926,-0.82673799,0.0
108.4140625,40.48157902,0.210868523,0.4458287970000001,2.581103679,16.48246086,9.231205088,101.76084190000002,0.0
115.4296875,45.636417,0.199078432,0.030358499,25.63879599,64.84682208,2.283595127,3.568493802,0.0
121.421875,51.38756072,0.366200576,0.02369523,2.7775919730000003,22.18685545,8.655175394,78.04096005,0.0
139.9609375,56.07812663,-0.192647226,-0.5521310070000001,18.61287625,52.45631852,2.630842472,5.42314376,0.0
137.5859375,54.63251198,-0.275893858,-0.23570979600000005,1.908862876,16.67661797,10.79701565,129.5441697,0.0
91.234375,41.30497934,0.629775809,1.247183504,0.488294314,10.23326745,22.19875245,507.3836802,0.0
122.4609375,51.0457672,-0.043539364,0.008193438,1.009197324,9.705052421,18.19443105,420.2869265,0.0
127.359375,49.21679312,0.12148122,-0.041898015,0.846153846,11.65242494,16.22109802,290.824518,0.0
50.8125,31.05004781,3.708288059,20.62248975,8.838628762999999,,4.747143321999999,23.58408639,1.0
74.515625,34.35408099,1.863238661,7.586409245,5.974916388,31.30726522,5.486881071,29.91894199,1.0
96.3828125,47.49344052,0.338094754,0.365862718,3.755852843,23.94019005,7.3171735610000015,58.20594056,0.0
116.578125,50.99718273,0.254011806,-0.19617762,1.75,,10.89876826,154.5265461,0.0
156.046875,52.9670976,-0.538600895,-0.116381914,85.13712375,85.64059961,0.100491912,-1.832308806,0.0
124.390625,47.48687884,0.039490642,-0.107704522,2.533444816,16.43360164,9.454322746,105.9861001,0.0
113.5859375,41.1824309,0.23794808,0.611439348,23.98662207,48.80561561,2.273518561,4.810949227,0.0
108.828125,51.79543739,,-0.242738915,5.462374582000001,27.84899119,6.320707387000001,42.41694894,0.0
128.875,41.51543388,,0.186120767,2.2449832780000003,13.33417981,9.84704074,134.5819609,0.0
117.90625,42.95445217,0.284808061,0.321012339,2.967391304,16.61590809,7.899972479,80.25280655,0.0
125.0703125,60.4151243,0.057985267,-0.766541693,2.785953177,16.05959855,8.569229542,93.27350035,0.0
117.984375,51.37499762,0.219452179,-0.117037007,2.240802676,12.63755911,10.23352337,153.6174605,0.0
114.84375,39.2405318,0.307487509,1.339832221,1.670568562,,11.64494118,165.7791791,0.0
142.3125,51.49677629,0.062358134,-0.35793795,3.448160535,21.18566961,7.458390687,60.77881941,0.0
113.6875,45.32689427,0.038519924,0.40002315,7.227424749,31.43028784,4.642781783999999,21.80403398,0.0
119.1953125,41.94808149,-0.053974763,0.296189447,2.931438127,21.3793648,8.483354596,77.3808537,0.0
143.6328125,49.30325026,-0.058490164,-0.148749785,6.357023411,31.68736482,5.248530346,27.64953444,0.0
125.1015625,47.80851125,-0.193185034,-0.135913371,0.739130435,8.961764222000001,21.74585566,565.5102772000001,0.0
94.421875,35.51135588,0.499086302,2.150677443,3.0752508360000004,15.88191235,7.3303992660000015,73.82696615,0.0
100.5703125,44.44759618,0.445197499,0.441157681,2.477424749,15.41023176,8.979744515,102.762382,0.0
104.046875,47.2732845,0.264587145,0.093056486,3.311036789,18.00706602,6.98310784,59.41675968,0.0
116.1171875,50.17650426,0.27705746600000003,-0.092537057,2.224080268,13.24789207,9.562574411,,0.0
95.296875,42.39073443,,1.222001628,3.410535117,17.68749126,7.2134411960000016,64.55625392,0.0
101.8125,42.85089519,0.081761178,0.6357473000000001,2.293478261,14.41402806,9.500234769,116.9889635,0.0
103.9140625,42.31892074,0.23701796,0.423446564,2.326086957,18.30270431,8.734986337,82.08935303,0.0
98.0703125,42.60761808,0.456261698,0.806702186,2.006688963,14.47209131,9.673463355,118.8746057,0.0
122.25,53.81841576,0.110718664,-0.368009298,5.641304347999999,,5.540914585,30.76307504,0.0
117.265625,46.8061969,0.39359371,0.127416627,2.050167224,17.53303118,10.77619054,127.7349475,0.0
92.6953125,40.76754963,0.292746538,1.112674151,0.998327759,12.76426334,14.97948287,247.9089992,0.0
106.390625,52.20605724,0.20289203600000005,-0.299346956,163.6204013,48.65649563,-1.356872377,2.38157552,0.0
121.640625,46.25096863,0.268210414,0.311769759,3.06270903,17.86755193,7.745835566,72.23412601,0.0
91.8125,46.02746293,0.592845407,0.8112086140000001,9.434782608999999,36.00136927,3.905248855,14.55750787,0.0
127.9921875,46.01655546,0.013004773,0.272784102,4.760033445,24.90879903,6.267192623,42.60338502,0.0
105.8984375,49.49997472,0.471428523,0.080641214,3.214882943,21.27782017,9.331759528,94.1592993,0.0
107.3984375,48.14923738,0.260241011,0.21431017,2.5392976590000003,14.88436906,8.976076503,106.0545403,0.0
117.8671875,61.86469246,0.484945313,-0.467291504,150.15384619999998,80.91702516,-0.95108566,-0.463280145,0.0
138.46875,59.17570995,-0.33004083,-0.55299028,8.722408027,33.52451107,4.257050558,18.90214154,0.0
133.1015625,44.59327301,-0.039422216,0.203875167,2.294314381,14.40516216,9.643905224,119.44295590000002,0.0
98.0078125,43.60520613,0.55060811,1.294496906,4.053511706,26.4210279,7.044363412,50.97685576,0.0
140.5390625,58.27063775,-0.315417175,-0.4683991320000001,6.669732441,32.78880611,6.122330816,38.6524029,0.0
102.78125,47.77403477,0.7603601409999999,0.7717877240000001,2.35367893,14.94827743,8.871292293,101.0371014,0.0
73.015625,35.62587376,1.034238723,4.0997568730000005,1.751672241,18.04998742,10.84984462,121.4598511,0.0
125.453125,54.30870375,0.092152786,-0.498523614,1.5685618730000002,17.26774638,11.57177242,137.0617229,0.0
135.234375,55.18880723,-0.04827517,-0.459679198,1.412207358,11.66949335,13.02480547,221.3496774,0.0
136.78125,52.19972724,-0.298781876,-0.193123701,3.510033445,22.30821046,7.611175157000001,63.63028444,0.0
110.09375,45.88495081,0.298735277,0.542145113,2.705685619,16.08330117,8.778400977,98.02389011,0.0
86.6015625,37.38008741,0.60836699,1.973847609,1.963210702,17.85631947,9.765484983,,0.0
115.375,52.62589073,0.448982415,0.104403587,3.35451505,18.36574911,7.358722452999999,65.76400605,0.0
126.03125,55.24108207,,-0.55910988,2.053511706,13.34324874,10.2890452,142.8145146,0.0
125.65625,57.05745973,-0.144638989,-0.5958970029999999,4.568561873,24.92868386,6.964876061,53.00506896,0.0
152.65625,50.59527484,-0.282304457,-0.073169971,2.828595318,22.1015417,8.788732344,80.50641779,0.0
133.59375,44.49322938,-0.066159379,0.173074582,91.18478261,96.08153138,0.13520322,-1.916045594,0.0
101.8828125,44.30163320000001,0.584880434,0.72299483,2.64548495,19.53976491,9.101964353,90.41987814,0.0
91.3828125,43.25580183,0.837162408,1.667216623,1.472408027,11.9919179,12.43960959,202.0731691,0.0
103.0078125,45.64956464,0.616439043,0.696161157,2.054347826,13.7114759,10.59309039,145.4333334,0.0
9.046875,32.25626378,5.853990982999999,35.55460905,106.0869565,62.63553169,0.582263293,-0.475073707,1.0
98.3984375,38.68489285,0.30900959100000003,1.338890885,3.319397993,21.78985201,8.000014258,70.62904202,0.0
90.2734375,39.78864372,0.557888036,1.100250996,2.6889632110000004,17.1833097,7.845949012,72.78939348,0.0
112.8203125,41.38886354,,0.518999407,1.222408027,10.44042021,15.3360292,314.2951313,0.0
91.15625,40.66679341,0.5344975470000001,1.274230804,1.501672241,13.01340307,11.25492938,158.6882129,0.0
158.0,70.64059562,-0.715221178,-0.703953585,1.06187291,13.45578109,16.64169541,287.8298012,0.0
123.171875,48.01303686,-0.034599592,0.36169156,3.1889632110000004,23.21934982,7.697427837,60.37393347,0.0
119.53125,45.94237857,0.021220137000000003,0.15581999800000002,2.400501672,14.01257079,9.076239501,114.0253034,0.0
115.03125,48.07642638,0.30866071,0.298642994,7.618729097,,4.741314293,21.99943472,0.0
138.3515625,45.32859022,-0.072206436,0.493941646,1.238294314,10.66897348,14.74800271,,0.0
122.015625,43.05682734,-0.155449062,0.209085642,3.45819398,,7.9930530489999985,71.32767101,0.0
142.0,50.09381823,-0.08608177800000001,-0.34941030100000003,3.109531773,19.809474,8.756903532,89.55615475,0.0
126.7890625,38.0393818,0.14177705,1.248204205,5.522575251,28.68500929,5.577820732,31.80551555,0.0
26.9453125,29.94769101,6.110703671,40.85382605,108.708194,80.07229781,0.216344527,-1.036452964,1.0
137.7109375,45.77051322,-0.113546515,0.074592404,2.566053512,21.55788237,9.220324854,88.57983046,0.0
123.7421875,45.03301672,0.332523412,0.242907514,4.3553511710000015,24.6176782,6.545078443,46.74493431,0.0
115.75,44.25582589,,0.465967664,9.754180602,41.75629776,4.306728173,17.37411076,0.0
119.7109375,51.12334232,0.279556686,-0.170463675,93.2583612,86.12369171,0.215756419,-1.5302273869999998,0.0
126.953125,50.21467343,-0.159919117,-0.333626799,3.413043478,24.59225951,7.855380336,63.50512958,0.0
101.7734375,43.30744286,0.49199318,0.6720090190000001,2.101170569,13.53067734,10.27998232,139.8944611,0.0
122.640625,48.89844936,0.197518343,-0.075827788,3.668060201,20.4695961,6.887724319,56.10667498,0.0
124.8984375,59.71793594,0.137565857,-0.701351539,16.52508361,49.42866086,3.023798464,7.889946238999999,0.0
57.09375,39.25486385,2.359459563,9.069668714,5.211538462,29.25255443,6.038938618,37.19579402,1.0
101.65625,42.71607526,0.363306008,0.574123091,4.134615385,28.00527493,7.037052931,49.79400089,1.0
111.9453125,52.1713386,0.141903759,-0.146122207,2.077759197,12.88006706,10.49832058,152.56688290000002,0.0
100.7578125,44.01131710000001,0.51285338,0.484877898,1.487458194,15.65116203,11.7665722,147.8307712,0.0
129.3984375,48.87169743,-0.058827497,0.028588762,3.908862876,,6.7831781310000006,49.95318129,0.0
138.296875,47.17907365,-0.049368595,-0.123314207,57.25,84.81384421,0.93778421,-0.925802769,0.0
93.5390625,44.24221371,0.275824944,0.529077903,1.005016722,11.89073618,15.39346439,,0.0
135.8125,40.2153869,,0.835423383,2.559364548,17.80737665,9.201139674,98.2356621,0.0
143.8046875,46.33135726,,0.173850812,1.980769231,17.04628162,10.67065148,124.3030663,0.0
148.8515625,50.85243508,-0.296626839,-0.053738303,4.85367893,28.30110723,6.16164461,38.63455224,0.0
114.3984375,48.02430046,-0.117331488,-0.010111234,1.700668896,15.73364308,11.46784631,149.0543645,0.0
93.46875,45.98215304,0.333211478,0.323680061,1.275919732,12.06403436,13.80627565,230.49499190000003,0.0
133.6640625,43.34532078,0.171911552,0.829270521,3.153010033,19.8000667,8.384938699,81.48750263,0.0
119.5234375,50.39267135,-0.038993386,0.127895585,4.488294314,24.89779839,6.514114539,45.46688969,0.0
79.171875,38.55335373,0.867274045,2.169522577,1.622909699,14.65355015,10.92712018,137.5152257,0.0
87.09375,41.42546724,,0.981521189,2.555183946,20.15440726,9.495578044,97.48268757,0.0
124.125,53.20068139,-0.073382318,-0.585393085,4.157190635,26.10322396,6.849874785,48.52690135,0.0
128.953125,56.26372879,-0.038764348,-0.415017276,2.530936455,17.33575228,8.364034803,81.66314321,0.0
133.546875,50.00247797,-0.006446977,-0.051484923,2.711538462,18.53040259,8.562489165,82.45085453,0.0
108.8203125,42.40751584,0.322116327,0.799674931,1.578595318,11.78732994,12.33829458,207.1063698,0.0
105.6171875,41.97620626,0.55316724,1.075142696,3.0409699,17.64588009,7.709852342,72.06410218,0.0
125.828125,35.48153335,0.097658518,1.984314908,1.341137124,11.34724106,13.51255094,241.1865874,0.0
122.0703125,47.48226373,-0.015099596000000003,0.220692473,2.210702341,16.71272378,8.974707485,91.75197547,0.0
138.765625,53.47231824,-0.143796643,-0.427600731,1.915551839,14.85927496,11.10402837,145.5760865,0.0
131.0703125,51.17436242,0.287732862,-0.057242312,7.938963211,40.24062807,4.896282513,22.11206824,0.0
97.6484375,65.52749779,0.611496861,-0.805125685,168.5025084,89.03488941,-0.803831672,-0.882519286,1.0
115.046875,58.14030167,0.269421019,-0.564287457,3.639632107,22.96565127,7.6417955489999985,62.84865731,0.0
120.5234375,47.75015786,0.134170431,0.10591677,1.4030100330000002,,12.90471602,176.8574564,0.0
153.7734375,58.02426955,-0.7238431470000001,-0.301723099,165.2767559,50.91212669,-0.817387345,0.76729726,0.0
114.53125,42.14556944,,0.8664580620000001,2.536789298,17.40467063,9.112338964,97.00660404,0.0
91.6328125,33.97077584,0.552682873,3.16698444,2.6622073580000003,22.41702522,8.786191112000001,,0.0
